ResponseId,Q,A.Code,B.Code,Winner,Loser
R_28BtgAQhOlGhpXW,1851,Cabbage,Blue cheese,Blue cheese,Cabbage
R_2dy8rev3SOYUvXF,1851,Cabbage,Blue cheese,Blue cheese,Cabbage
R_1r66va2S1sAefgQ,1851,Cabbage,Blue cheese,Blue cheese,Cabbage
R_3DdV0BsmQ3PWHcz,1852,Banana,Spinach,Banana,Spinach
R_0uEt7zz23Wfr9UB,1853,Pasta,Blueberries,Pasta,Blueberries
R_sNXjSi1uJ5Urk7D,1853,Pasta,Blueberries,Pasta,Blueberries
R_Y47DVylau9kyQBr,1854,Steak,Smoked salmon,Steak,Smoked salmon
R_3qlgRu9r83MHpQV,1855,Cookies/biscuits,Croissant,Cookies/biscuits,Croissant
R_1dGERiu0bpq3uSA,1855,Cookies/biscuits,Croissant,Cookies/biscuits,Croissant
R_3DdV0BsmQ3PWHcz,1855,Cookies/biscuits,Croissant,Croissant,Cookies/biscuits
R_1dGERiu0bpq3uSA,1856,Pepperoni,Rocket/arugula ,Rocket/arugula ,Pepperoni
R_2dy8rev3SOYUvXF,1857,Roast chicken,Cookies/biscuits,Roast chicken,Cookies/biscuits
R_1r66va2S1sAefgQ,1858,Chicken nugges,Kidney beans,Kidney beans,Chicken nugges
R_2dy8rev3SOYUvXF,1858,Chicken nugges,Kidney beans,Chicken nugges,Kidney beans
R_ulVyxnPUfaUuiJP,1858,Chicken nugges,Kidney beans,Kidney beans,Chicken nugges
R_3qlgRu9r83MHpQV,1859,Tomato,Crepes,Tomato,Crepes
R_3RaaX8QviiBDnY3,1859,Tomato,Crepes,Tomato,Crepes
R_2Y9t2oJsgNVVzBK,1859,Tomato,Crepes,Tomato,Crepes
R_3DdV0BsmQ3PWHcz,1860,Pasta,Avocado,Pasta,Avocado
R_2wozg0gDK8xofeS,1862,Tacos,Kiwi,Kiwi,Tacos
R_pKvi1vtXXjn22d3,1863,Milk,Sweet potatoes,Milk,Sweet potatoes
R_1r66va2S1sAefgQ,1864,Mushroom,Prawns,Prawns,Mushroom
R_1dGERiu0bpq3uSA,1864,Mushroom,Prawns,Mushroom,Prawns
R_3qlgRu9r83MHpQV,1864,Mushroom,Prawns,Prawns,Mushroom
R_2QF2fjEYrBO55Fc,1865,Cabbage,Mushroom,Mushroom,Cabbage
R_Y47DVylau9kyQBr,1865,Cabbage,Mushroom,Mushroom,Cabbage
R_2t9UJgtcTg7OHmj,1867,Ham,Blueberries,Blueberries,Ham
R_pKvi1vtXXjn22d3,1867,Ham,Blueberries,Ham,Blueberries
R_0uEt7zz23Wfr9UB,1868,Cod,Sweet potatoes,Cod,Sweet potatoes
R_1r66va2S1sAefgQ,1868,Cod,Sweet potatoes,Sweet potatoes,Cod
R_ulVyxnPUfaUuiJP,1868,Cod,Sweet potatoes,Sweet potatoes,Cod
R_2Y9t2oJsgNVVzBK,1869,Scrambled egg,Rocket/arugula ,Scrambled egg,Rocket/arugula 
R_2t9UJgtcTg7OHmj,1870,Cookies/biscuits,Marmite/vegemite,Cookies/biscuits,Marmite/vegemite
R_3RaaX8QviiBDnY3,1871,Boiled egg,Strawberries,Strawberries,Boiled egg
R_28BtgAQhOlGhpXW,1872,Cashew nuts,Cheddar cheese,Cheddar cheese,Cashew nuts
R_2dy8rev3SOYUvXF,1872,Cashew nuts,Cheddar cheese,Cheddar cheese,Cashew nuts
R_2Y9t2oJsgNVVzBK,1873,Sprouts,Baked potato,Baked potato,Sprouts
R_2t9UJgtcTg7OHmj,1874,Falafel,Carrot,Falafel,Carrot
R_3RaaX8QviiBDnY3,1874,Falafel,Carrot,Falafel,Carrot
R_0uEt7zz23Wfr9UB,1876,Croissant,Hummus,Hummus,Croissant
R_8wUp6UoyaSjh7Vv,1877,Prawns,Gingerbread,Gingerbread,Prawns
R_3qlgRu9r83MHpQV,1877,Prawns,Gingerbread,Prawns,Gingerbread
R_0uEt7zz23Wfr9UB,1877,Prawns,Gingerbread,Prawns,Gingerbread
R_2t9UJgtcTg7OHmj,1877,Prawns,Gingerbread,Prawns,Gingerbread
R_0uEt7zz23Wfr9UB,1878,Brownies,Onion,Brownies,Onion
R_1dGERiu0bpq3uSA,1878,Brownies,Onion,Brownies,Onion
R_2QF2fjEYrBO55Fc,1879,Apple pie,Blueberries,Apple pie,Blueberries
R_2dy8rev3SOYUvXF,1880,Crisps/chips,Pasta,Pasta,Crisps/chips
R_8wUp6UoyaSjh7Vv,1881,Sausage,Carrot cake,Carrot cake,Sausage
R_2dy8rev3SOYUvXF,1881,Sausage,Carrot cake,Carrot cake,Sausage
R_2QF2fjEYrBO55Fc,1881,Sausage,Carrot cake,Carrot cake,Sausage
R_3RaaX8QviiBDnY3,1882,Guacamole,Peach,Peach,Guacamole
R_ulVyxnPUfaUuiJP,1883,Kiwi,Pulled pork,Kiwi,Pulled pork
R_2QF2fjEYrBO55Fc,1884,Guacamole,Yogurt,Yogurt,Guacamole
R_3qlgRu9r83MHpQV,1884,Guacamole,Yogurt,Guacamole,Yogurt
R_2wozg0gDK8xofeS,1885,Smoked salmon,Tacos,Smoked salmon,Tacos
R_ulVyxnPUfaUuiJP,1885,Smoked salmon,Tacos,Smoked salmon,Tacos
R_3DdV0BsmQ3PWHcz,1886,Sweet potatoes,Pasta,Pasta,Sweet potatoes
R_2Y9t2oJsgNVVzBK,1887,Bacon,Tacos,Tacos,Bacon
R_ulVyxnPUfaUuiJP,1887,Bacon,Tacos,Tacos,Bacon
R_ulVyxnPUfaUuiJP,1888,Spinach,Rice,Spinach,Rice
R_Y47DVylau9kyQBr,1890,Smoked salmon,Cheddar cheese,Cheddar cheese,Smoked salmon
R_2Y9t2oJsgNVVzBK,1890,Smoked salmon,Cheddar cheese,Smoked salmon,Cheddar cheese
R_1dGERiu0bpq3uSA,1890,Smoked salmon,Cheddar cheese,Cheddar cheese,Smoked salmon
R_sNXjSi1uJ5Urk7D,1891,Croissant,Pizza,Pizza,Croissant
R_0uEt7zz23Wfr9UB,1892,Peas,Butternut squash,Peas,Butternut squash
R_pKvi1vtXXjn22d3,1893,Blueberries,Coconut,Blueberries,Coconut
R_2dy8rev3SOYUvXF,1893,Blueberries,Coconut,Blueberries,Coconut
R_3DdV0BsmQ3PWHcz,1894,Pulled pork,Scrambled egg,Pulled pork,Scrambled egg
R_pKvi1vtXXjn22d3,1894,Pulled pork,Scrambled egg,Pulled pork,Scrambled egg
R_Y47DVylau9kyQBr,1894,Pulled pork,Scrambled egg,Pulled pork,Scrambled egg
R_0uEt7zz23Wfr9UB,1895,Noodles,Melon,Melon,Noodles
R_2dy8rev3SOYUvXF,1895,Noodles,Melon,Melon,Noodles
R_28BtgAQhOlGhpXW,1896,Boiled egg,Corn,Boiled egg,Corn
R_28BtgAQhOlGhpXW,1897,Tacos,Marmite/vegemite,Tacos,Marmite/vegemite
R_0uEt7zz23Wfr9UB,1897,Tacos,Marmite/vegemite,Tacos,Marmite/vegemite
R_2t9UJgtcTg7OHmj,1897,Tacos,Marmite/vegemite,Tacos,Marmite/vegemite
R_2wozg0gDK8xofeS,1898,Sausage,Pepperoni,Sausage,Pepperoni
R_3qlgRu9r83MHpQV,1898,Sausage,Pepperoni,Sausage,Pepperoni
R_2dy8rev3SOYUvXF,1898,Sausage,Pepperoni,Sausage,Pepperoni
R_3DdV0BsmQ3PWHcz,1899,Burger,Cheesecake,Cheesecake,Burger
R_3RaaX8QviiBDnY3,1900,Pizza,Scrambled egg,Pizza,Scrambled egg
R_pKvi1vtXXjn22d3,1901,Soup,Burrito,Soup,Burrito
R_1dGERiu0bpq3uSA,1902,Cod,Apple,Apple,Cod
R_2Y9t2oJsgNVVzBK,1902,Cod,Apple,Apple,Cod
R_1r66va2S1sAefgQ,1903,Cod,Aubergine,Cod,Aubergine
R_2Y9t2oJsgNVVzBK,1903,Cod,Aubergine,Cod,Aubergine
R_sNXjSi1uJ5Urk7D,1904,Butternut squash,Fried eggs,Butternut squash,Fried eggs
R_28BtgAQhOlGhpXW,1904,Butternut squash,Fried eggs,Fried eggs,Butternut squash
R_pKvi1vtXXjn22d3,1905,Donuts,Milk chocolate,Milk chocolate,Donuts
R_0uEt7zz23Wfr9UB,1905,Donuts,Milk chocolate,Milk chocolate,Donuts
R_0uEt7zz23Wfr9UB,1906,Pulled pork,Honey,Honey,Pulled pork
R_3RaaX8QviiBDnY3,1907,Chips/fries,Gingerbread,Chips/fries,Gingerbread
R_Y47DVylau9kyQBr,1910,Roast chicken,Fried eggs,Roast chicken,Fried eggs
R_3RaaX8QviiBDnY3,1910,Roast chicken,Fried eggs,Roast chicken,Fried eggs
R_8wUp6UoyaSjh7Vv,1912,Ice cream,Pepperoni,Ice cream,Pepperoni
R_3RaaX8QviiBDnY3,1913,Onion,Pepperoni,Pepperoni,Onion
R_28BtgAQhOlGhpXW,1914,Pancakes,Popcorn,Pancakes,Popcorn
R_8wUp6UoyaSjh7Vv,1915,Courgette,Crisps/chips,Crisps/chips,Courgette
R_sNXjSi1uJ5Urk7D,1916,Steak,Corn,Steak,Corn
R_3qlgRu9r83MHpQV,1917,Smoked salmon,Corn,Smoked salmon,Corn
R_2wozg0gDK8xofeS,1918,Victoria sponge cake,Grapes,Victoria sponge cake,Grapes
R_2dy8rev3SOYUvXF,1918,Victoria sponge cake,Grapes,Victoria sponge cake,Grapes
R_3DdV0BsmQ3PWHcz,1919,Ice cream,Soup,Ice cream,Soup
R_3qlgRu9r83MHpQV,1920,Brownies,Honey,Brownies,Honey
R_0uEt7zz23Wfr9UB,1921,Crisps/chips,Rocket/arugula ,Rocket/arugula ,Crisps/chips
R_ulVyxnPUfaUuiJP,1921,Crisps/chips,Rocket/arugula ,Crisps/chips,Rocket/arugula 
R_ulVyxnPUfaUuiJP,1922,Spinach,Soup,Spinach,Soup
R_8wUp6UoyaSjh7Vv,1922,Spinach,Soup,Soup,Spinach
R_0uEt7zz23Wfr9UB,1923,Pancakes,Cookies/biscuits,Cookies/biscuits,Pancakes
R_3RaaX8QviiBDnY3,1923,Pancakes,Cookies/biscuits,Pancakes,Cookies/biscuits
R_Y47DVylau9kyQBr,1923,Pancakes,Cookies/biscuits,Cookies/biscuits,Pancakes
R_0uEt7zz23Wfr9UB,1924,Falafel,Cheesecake,Cheesecake,Falafel
R_0uEt7zz23Wfr9UB,1925,Mushroom,Fried eggs,Fried eggs,Mushroom
R_8wUp6UoyaSjh7Vv,1925,Mushroom,Fried eggs,Mushroom,Fried eggs
R_2Y9t2oJsgNVVzBK,1925,Mushroom,Fried eggs,Fried eggs,Mushroom
R_Y47DVylau9kyQBr,1926,Scrambled egg,Sprouts,Sprouts,Scrambled egg
R_3qlgRu9r83MHpQV,1926,Scrambled egg,Sprouts,Sprouts,Scrambled egg
R_0uEt7zz23Wfr9UB,1927,Crisps/chips,Kidney beans,Crisps/chips,Kidney beans
R_3RaaX8QviiBDnY3,1928,Mac n cheese,Cashew nuts,Mac n cheese,Cashew nuts
R_2dy8rev3SOYUvXF,1929,Milk,Onion,Milk,Onion
R_28BtgAQhOlGhpXW,1929,Milk,Onion,Milk,Onion
R_1dGERiu0bpq3uSA,1929,Milk,Onion,Milk,Onion
R_2wozg0gDK8xofeS,1930,Brocolli,Fried eggs,Fried eggs,Brocolli
R_28BtgAQhOlGhpXW,1930,Brocolli,Fried eggs,Brocolli,Fried eggs
R_3RaaX8QviiBDnY3,1931,Poached egg,Bacon,Poached egg,Bacon
R_2t9UJgtcTg7OHmj,1932,Carrot,Onion,Carrot,Onion
R_3RaaX8QviiBDnY3,1932,Carrot,Onion,Carrot,Onion
R_28BtgAQhOlGhpXW,1933,Sprouts,Rice,Sprouts,Rice
R_2wozg0gDK8xofeS,1934,Croissant,Bread,Bread,Croissant
R_2Y9t2oJsgNVVzBK,1935,Peach,Peas,Peach,Peas
R_2QF2fjEYrBO55Fc,1935,Peach,Peas,Peach,Peas
R_8wUp6UoyaSjh7Vv,1936,Brocolli,Peas,Peas,Brocolli
R_Y47DVylau9kyQBr,1938,Donuts,Melon,Melon,Donuts
R_2t9UJgtcTg7OHmj,1939,Kidney beans,Carrot cake,Carrot cake,Kidney beans
R_sNXjSi1uJ5Urk7D,1939,Kidney beans,Carrot cake,Kidney beans,Carrot cake
R_8wUp6UoyaSjh7Vv,1940,Pasta,Falafel,Pasta,Falafel
R_2wozg0gDK8xofeS,1941,Peach,Cookies/biscuits,Peach,Cookies/biscuits
R_1r66va2S1sAefgQ,1941,Peach,Cookies/biscuits,Peach,Cookies/biscuits
R_sNXjSi1uJ5Urk7D,1942,Aubergine,Boiled egg,Aubergine,Boiled egg
R_1r66va2S1sAefgQ,1942,Aubergine,Boiled egg,Boiled egg,Aubergine
R_Y47DVylau9kyQBr,1943,Carrot,Pancakes,Pancakes,Carrot
R_2QF2fjEYrBO55Fc,1944,Honey,Sausage,Sausage,Honey
R_28BtgAQhOlGhpXW,1944,Honey,Sausage,Sausage,Honey
R_Y47DVylau9kyQBr,1946,Bacon,Onion rings,Bacon,Onion rings
R_1dGERiu0bpq3uSA,1946,Bacon,Onion rings,Onion rings,Bacon
R_3RaaX8QviiBDnY3,1947,Bacon,Kidney beans,Kidney beans,Bacon
R_1dGERiu0bpq3uSA,1947,Bacon,Kidney beans,Bacon,Kidney beans
R_3DdV0BsmQ3PWHcz,1947,Bacon,Kidney beans,Kidney beans,Bacon
R_2t9UJgtcTg7OHmj,1948,Yogurt,Raspberries,Yogurt,Raspberries
R_1r66va2S1sAefgQ,1949,Sprouts,Aubergine,Aubergine,Sprouts
R_2t9UJgtcTg7OHmj,1949,Sprouts,Aubergine,Aubergine,Sprouts
R_pKvi1vtXXjn22d3,1949,Sprouts,Aubergine,Sprouts,Aubergine
R_ulVyxnPUfaUuiJP,1950,Pulled pork,Hummus,Pulled pork,Hummus
R_pKvi1vtXXjn22d3,1950,Pulled pork,Hummus,Hummus,Pulled pork
R_3qlgRu9r83MHpQV,1950,Pulled pork,Hummus,Hummus,Pulled pork
R_Y47DVylau9kyQBr,1950,Pulled pork,Hummus,Pulled pork,Hummus
R_2QF2fjEYrBO55Fc,1952,Raspberries,Noodles,Raspberries,Noodles
R_ulVyxnPUfaUuiJP,1955,Coconut,Pasta,Pasta,Coconut
R_1r66va2S1sAefgQ,1955,Coconut,Pasta,Pasta,Coconut
R_pKvi1vtXXjn22d3,1956,Corn,Hummus,Corn,Hummus
R_1dGERiu0bpq3uSA,1957,Butternut squash,Cashew nuts,Cashew nuts,Butternut squash
R_28BtgAQhOlGhpXW,1957,Butternut squash,Cashew nuts,Cashew nuts,Butternut squash
R_3DdV0BsmQ3PWHcz,1957,Butternut squash,Cashew nuts,Cashew nuts,Butternut squash
R_sNXjSi1uJ5Urk7D,1957,Butternut squash,Cashew nuts,Cashew nuts,Butternut squash
R_8wUp6UoyaSjh7Vv,1957,Butternut squash,Cashew nuts,Cashew nuts,Butternut squash
R_3qlgRu9r83MHpQV,1958,Blueberries,Brownies,Brownies,Blueberries
R_pKvi1vtXXjn22d3,1959,Burrito,Onion,Burrito,Onion
R_2t9UJgtcTg7OHmj,1959,Burrito,Onion,Burrito,Onion
R_2Y9t2oJsgNVVzBK,1959,Burrito,Onion,Onion,Burrito
R_28BtgAQhOlGhpXW,1960,Onion,Spinach,Onion,Spinach
R_pKvi1vtXXjn22d3,1960,Onion,Spinach,Spinach,Onion
R_sNXjSi1uJ5Urk7D,1961,Carrot,Pepperoni,Carrot,Pepperoni
R_3DdV0BsmQ3PWHcz,1962,Milk chocolate,Nachos,Nachos,Milk chocolate
R_0uEt7zz23Wfr9UB,1963,Boiled egg,Raspberries,Boiled egg,Raspberries
R_2t9UJgtcTg7OHmj,1963,Boiled egg,Raspberries,Raspberries,Boiled egg
R_sNXjSi1uJ5Urk7D,1963,Boiled egg,Raspberries,Raspberries,Boiled egg
R_1dGERiu0bpq3uSA,1963,Boiled egg,Raspberries,Raspberries,Boiled egg
R_2dy8rev3SOYUvXF,1965,Sweet potatoes,Kiwi,Kiwi,Sweet potatoes
R_pKvi1vtXXjn22d3,1965,Sweet potatoes,Kiwi,Sweet potatoes,Kiwi
R_sNXjSi1uJ5Urk7D,1965,Sweet potatoes,Kiwi,Kiwi,Sweet potatoes
R_8wUp6UoyaSjh7Vv,1966,Crepes,Prawns,Crepes,Prawns
R_Y47DVylau9kyQBr,1966,Crepes,Prawns,Prawns,Crepes
R_1dGERiu0bpq3uSA,1967,Falafel,Sausage,Sausage,Falafel
R_0uEt7zz23Wfr9UB,1969,Sushi,Onion rings,Onion rings,Sushi
R_8wUp6UoyaSjh7Vv,1969,Sushi,Onion rings,Onion rings,Sushi
R_Y47DVylau9kyQBr,1970,Chips/fries,Croissant,Chips/fries,Croissant
R_28BtgAQhOlGhpXW,1970,Chips/fries,Croissant,Chips/fries,Croissant
R_8wUp6UoyaSjh7Vv,1970,Chips/fries,Croissant,Chips/fries,Croissant
R_2Y9t2oJsgNVVzBK,1971,Kidney beans,Melon,Melon,Kidney beans
R_3RaaX8QviiBDnY3,1971,Kidney beans,Melon,Melon,Kidney beans
R_pKvi1vtXXjn22d3,1971,Kidney beans,Melon,Melon,Kidney beans
R_2wozg0gDK8xofeS,1972,Pasta,Chips/fries,Chips/fries,Pasta
R_1dGERiu0bpq3uSA,1972,Pasta,Chips/fries,Pasta,Chips/fries
R_3qlgRu9r83MHpQV,1972,Pasta,Chips/fries,Pasta,Chips/fries
R_ulVyxnPUfaUuiJP,1973,Soup,Croissant,Croissant,Soup
R_Y47DVylau9kyQBr,1973,Soup,Croissant,Soup,Croissant
R_1r66va2S1sAefgQ,1974,Carrot,Pasta,Pasta,Carrot
R_2Y9t2oJsgNVVzBK,1974,Carrot,Pasta,Pasta,Carrot
R_sNXjSi1uJ5Urk7D,1976,Burger,Granola,Burger,Granola
R_Y47DVylau9kyQBr,1977,Blue cheese,Kidney beans,Blue cheese,Kidney beans
R_Y47DVylau9kyQBr,1978,Burger,Nachos,Burger,Nachos
R_sNXjSi1uJ5Urk7D,1979,Oysters,Fried eggs,Oysters,Fried eggs
R_ulVyxnPUfaUuiJP,1979,Oysters,Fried eggs,Fried eggs,Oysters
R_3RaaX8QviiBDnY3,1979,Oysters,Fried eggs,Oysters,Fried eggs
R_pKvi1vtXXjn22d3,1979,Oysters,Fried eggs,Fried eggs,Oysters
R_2QF2fjEYrBO55Fc,1980,Croissant,Milk chocolate,Milk chocolate,Croissant
R_3RaaX8QviiBDnY3,1984,Donuts,Roast chicken,Donuts,Roast chicken
R_3qlgRu9r83MHpQV,1984,Donuts,Roast chicken,Roast chicken,Donuts
R_2wozg0gDK8xofeS,1984,Donuts,Roast chicken,Roast chicken,Donuts
R_2Y9t2oJsgNVVzBK,1985,Peach,Tomato,Tomato,Peach
R_ulVyxnPUfaUuiJP,1986,Banana,Brownies,Brownies,Banana
R_3RaaX8QviiBDnY3,1987,Yogurt,Peach,Peach,Yogurt
R_8wUp6UoyaSjh7Vv,1987,Yogurt,Peach,Peach,Yogurt
R_2QF2fjEYrBO55Fc,1987,Yogurt,Peach,Yogurt,Peach
R_pKvi1vtXXjn22d3,1988,Noodles,Sprouts,Sprouts,Noodles
R_ulVyxnPUfaUuiJP,1988,Noodles,Sprouts,Noodles,Sprouts
R_3qlgRu9r83MHpQV,1988,Noodles,Sprouts,Sprouts,Sprouts
R_28BtgAQhOlGhpXW,1989,Blueberries,Butternut squash,Blueberries,Butternut squash
R_sNXjSi1uJ5Urk7D,1990,Crepes,Hummus,Crepes,Hummus
R_8wUp6UoyaSjh7Vv,1992,Spinach,Tacos,Tacos,Spinach
R_sNXjSi1uJ5Urk7D,1993,Banana,Bacon,Bacon,Banana
R_1dGERiu0bpq3uSA,1993,Banana,Bacon,Banana,Bacon
R_1r66va2S1sAefgQ,1993,Banana,Bacon,Bacon,Banana
R_2Y9t2oJsgNVVzBK,1993,Banana,Bacon,Bacon,Banana
R_2dy8rev3SOYUvXF,1994,Carrot cake,Mushroom,Carrot cake,Mushroom
R_ulVyxnPUfaUuiJP,1994,Carrot cake,Mushroom,Carrot cake,Mushroom
R_3RaaX8QviiBDnY3,1997,Marmite/vegemite,Oysters,Marmite/vegemite,Oysters
R_1r66va2S1sAefgQ,1997,Marmite/vegemite,Oysters,Marmite/vegemite,Oysters
R_28BtgAQhOlGhpXW,1998,Mac n cheese,Burrito,Burrito,Mac n cheese
R_ulVyxnPUfaUuiJP,1998,Mac n cheese,Burrito,Burrito,Mac n cheese
R_0uEt7zz23Wfr9UB,1999,Kiwi,Aubergine,Aubergine,Kiwi
R_ulVyxnPUfaUuiJP,1999,Kiwi,Aubergine,Aubergine,Kiwi
R_2wozg0gDK8xofeS,1999,Kiwi,Aubergine,Kiwi,Aubergine
R_2dy8rev3SOYUvXF,2000,Dates,Milk chocolate,Milk chocolate,Dates
R_Y47DVylau9kyQBr,2000,Dates,Milk chocolate,Milk chocolate,Dates
R_2wozg0gDK8xofeS,2000,Dates,Milk chocolate,Milk chocolate,Dates
R_2Y9t2oJsgNVVzBK,2001,Rocket/arugula ,Blueberries,Blueberries,Rocket/arugula 
R_2dy8rev3SOYUvXF,2001,Rocket/arugula ,Blueberries,Blueberries,Rocket/arugula 
R_3DdV0BsmQ3PWHcz,2002,Bacon,Baked potato,Baked potato,Bacon
R_0uEt7zz23Wfr9UB,2002,Bacon,Baked potato,Baked potato,Bacon
R_2t9UJgtcTg7OHmj,2003,Marmite/vegemite,Rice,Rice,Marmite/vegemite
R_2QF2fjEYrBO55Fc,2003,Marmite/vegemite,Rice,Marmite/vegemite,Rice
R_2t9UJgtcTg7OHmj,2005,Dates,Courgette,Dates,Courgette
R_1r66va2S1sAefgQ,2006,Carrot cake,Milk chocolate,Milk chocolate,Carrot cake
R_8wUp6UoyaSjh7Vv,2006,Carrot cake,Milk chocolate,Milk chocolate,Carrot cake
R_Y47DVylau9kyQBr,2006,Carrot cake,Milk chocolate,Milk chocolate,Carrot cake
R_2Y9t2oJsgNVVzBK,2006,Carrot cake,Milk chocolate,Milk chocolate,Carrot cake
R_3RaaX8QviiBDnY3,2007,Apple pie,Bread,Bread,Apple pie
R_2QF2fjEYrBO55Fc,2007,Apple pie,Bread,Bread,Apple pie
R_1dGERiu0bpq3uSA,2007,Apple pie,Bread,Bread,Apple pie
R_2Y9t2oJsgNVVzBK,2007,Apple pie,Bread,Bread,Apple pie
R_2Y9t2oJsgNVVzBK,2008,Peas,Fried eggs,Fried eggs,Peas
R_28BtgAQhOlGhpXW,2009,Melon,Burrito,Burrito,Melon
R_8wUp6UoyaSjh7Vv,2010,Dates,Chocolate chip muffin,Chocolate chip muffin,Dates
R_Y47DVylau9kyQBr,2010,Dates,Chocolate chip muffin,Chocolate chip muffin,Dates
R_2t9UJgtcTg7OHmj,2010,Dates,Chocolate chip muffin,Chocolate chip muffin,Dates
R_pKvi1vtXXjn22d3,2011,Apple pie,Baked beans,Apple pie,Baked beans
R_Y47DVylau9kyQBr,2012,Blueberries,Cabbage,Blueberries,Cabbage
R_2dy8rev3SOYUvXF,2012,Blueberries,Cabbage,Blueberries,Cabbage
R_8wUp6UoyaSjh7Vv,2013,Cookies/biscuits,Popcorn,Popcorn,Cookies/biscuits
R_1r66va2S1sAefgQ,2014,Poached egg,Hummus,Poached egg,Hummus
R_1dGERiu0bpq3uSA,2015,Granola,Pepperoni,Pepperoni,Granola
R_2wozg0gDK8xofeS,2015,Granola,Pepperoni,Granola,Pepperoni
R_2dy8rev3SOYUvXF,2015,Granola,Pepperoni,Pepperoni,Granola
R_2QF2fjEYrBO55Fc,2016,Aubergine,Milk chocolate,Milk chocolate,Aubergine
R_8wUp6UoyaSjh7Vv,2016,Aubergine,Milk chocolate,Milk chocolate,Aubergine
R_2t9UJgtcTg7OHmj,2016,Aubergine,Milk chocolate,Milk chocolate,Aubergine
R_2QF2fjEYrBO55Fc,2017,Pasta,Croissant,Croissant,Pasta
R_pKvi1vtXXjn22d3,2017,Pasta,Croissant,Croissant,Pasta
R_8wUp6UoyaSjh7Vv,2018,Butternut squash,Donuts,Donuts,Butternut squash
R_3RaaX8QviiBDnY3,2018,Butternut squash,Donuts,Donuts,Butternut squash
R_ulVyxnPUfaUuiJP,2019,Sushi,Croissant,Sushi,Croissant
R_0uEt7zz23Wfr9UB,2020,Prawns,Donuts,Donuts,Prawns
R_2t9UJgtcTg7OHmj,2020,Prawns,Donuts,Donuts,Prawns
R_1r66va2S1sAefgQ,2021,Baked potato,Avocado,Avocado,Baked potato
R_2Y9t2oJsgNVVzBK,2022,Oysters,Onion rings,Onion rings,Oysters
R_3qlgRu9r83MHpQV,2022,Oysters,Onion rings,Onion rings,Oysters
R_2QF2fjEYrBO55Fc,2022,Oysters,Onion rings,Onion rings,Oysters
R_28BtgAQhOlGhpXW,2023,Carrot cake,Nachos,Nachos,Carrot cake
R_sNXjSi1uJ5Urk7D,2024,Bacon,Falafel,Falafel,Bacon
R_28BtgAQhOlGhpXW,2024,Bacon,Falafel,Bacon,Falafel
R_2dy8rev3SOYUvXF,2025,Soup,Falafel,Falafel,Soup
R_2Y9t2oJsgNVVzBK,2026,Peas,Rocket/arugula ,Rocket/arugula ,Peas
R_pKvi1vtXXjn22d3,2027,Aubergine,Hummus,Hummus,Aubergine
R_2wozg0gDK8xofeS,2029,Kidney beans,Granola,Kidney beans,Granola
R_1r66va2S1sAefgQ,2029,Kidney beans,Granola,Granola,Kidney beans
R_3DdV0BsmQ3PWHcz,2029,Kidney beans,Granola,Kidney beans,Granola
R_sNXjSi1uJ5Urk7D,2030,Sprouts,Cashew nuts,Cashew nuts,Sprouts
R_3DdV0BsmQ3PWHcz,2031,Gingerbread,Cheddar cheese,Cheddar cheese,Gingerbread
R_2t9UJgtcTg7OHmj,2032,Bacon,Marmite/vegemite,Bacon,Marmite/vegemite
R_2Y9t2oJsgNVVzBK,2033,Milk chocolate,Grapes,Milk chocolate,Grapes
R_1dGERiu0bpq3uSA,2033,Milk chocolate,Grapes,Milk chocolate,Grapes
R_1r66va2S1sAefgQ,2033,Milk chocolate,Grapes,Milk chocolate,Grapes
R_1r66va2S1sAefgQ,2034,Baked potato,Chicken nugges,Baked potato,Chicken nugges
R_1dGERiu0bpq3uSA,2034,Baked potato,Chicken nugges,Baked potato,Chicken nugges
R_3RaaX8QviiBDnY3,2035,Cashew nuts,Tacos,Tacos,Cashew nuts
R_1dGERiu0bpq3uSA,2035,Cashew nuts,Tacos,Tacos,Cashew nuts
R_2dy8rev3SOYUvXF,2036,Cheesecake,Lamb,Cheesecake,Lamb
R_ulVyxnPUfaUuiJP,2037,Popcorn,Sushi,Popcorn,Sushi
R_2t9UJgtcTg7OHmj,2038,Cheesecake,Peanuts,Cheesecake,Peanuts
R_2dy8rev3SOYUvXF,2038,Cheesecake,Peanuts,Cheesecake,Peanuts
R_8wUp6UoyaSjh7Vv,2039,Carrot cake,Avocado,Carrot cake,Avocado
R_2wozg0gDK8xofeS,2039,Carrot cake,Avocado,Carrot cake,Avocado
R_3DdV0BsmQ3PWHcz,2040,Guacamole,Strawberries,Strawberries,Guacamole
R_3DdV0BsmQ3PWHcz,2041,Ham,Carrot cake,Ham,Carrot cake
R_3qlgRu9r83MHpQV,2042,Noodles,Rice,Rice,Noodles
R_sNXjSi1uJ5Urk7D,2042,Noodles,Rice,Noodles,Rice
R_2Y9t2oJsgNVVzBK,2042,Noodles,Rice,Rice,Noodles
R_sNXjSi1uJ5Urk7D,2043,Raspberries,Chocolate chip muffin,Chocolate chip muffin,Raspberries
R_pKvi1vtXXjn22d3,2043,Raspberries,Chocolate chip muffin,Raspberries,Chocolate chip muffin
R_2wozg0gDK8xofeS,2045,Cabbage,Nachos,Nachos,Cabbage
R_8wUp6UoyaSjh7Vv,2045,Cabbage,Nachos,Nachos,Cabbage
